# One slow shallow curve drawn by hand on a Wacom tablet, taken through Avalonia's pointer
# path. Drawn to sit beside wintab-digitizer-stroke.csv and wpf-stylus-stroke.csv, by the
# same hand at the same display scale, for comparing what the three input paths resolve.
# Display scale 2.25x. Mean turn angle 4.86 deg, path 1483px, mean segment 1.22px.
# Pen stroke recorded from a live session, in desktop pixels.
# Source: AvaloniaPointerSession
# MaxPressure: 1024
# Captured: 2026-09-12 17:53:32, 1225 points
desktopX,desktopY,pressure
2433.509399841766,2650.1398322013583,1
2433.509399841766,2650.1398322013583,5
2433.509399841766,2650.1398322013583,10
2433.509399841766,2650.1398322013583,12
2433.509399841766,2650.1398322013583,13
2436.113476246091,2650.9788254095088,13
2436.5474889801453,2651.0986815821016,14
2436.836830802848,2651.338393927287,14
2437.2708435369022,2651.578106272473,15
2437.7048562709565,2651.697962445066,16
2437.994198093659,2651.9376747902515,16
2438.4282108277134,2652.057530962845,16
2438.8622235617677,2652.1773871354376,16
2439.440907207173,2652.417099480623,17
2439.8749199412273,2652.536955653216,18
2440.019590852579,2652.776667998402,19
2440.598274497984,2652.896524170995,20
2441.0322872320385,2653.0163803435876,22
2441.4662999660927,2653.2560926887736,23
2441.900312700147,2653.2560926887736,24
2442.4789963455523,2653.3759488613664,25
2442.9130090796066,2653.615661206552,26
2443.347021813661,2653.735517379145,27
2443.781034547715,2653.975229724331,29
2444.3597181931204,2654.0950858969236,30
2444.7937309271747,2654.2149420695164,30
2445.227743661229,2654.3347982421096,31
2445.661756395283,2654.574510587295,32
2446.2404400406886,2654.574510587295,34
2446.674452774743,2654.694366759888,35
2447.3978073314997,2654.934079105074,36
2447.831820065554,2655.1737914502596,37
2448.555174622311,2655.2936476228524,38
2448.989187356365,2655.4135037954456,39
2449.4232000904194,2655.6532161406312,40
2449.8572128244737,2655.892928485817,41
2450.435896469879,2656.01278465841,42
2451.159251026636,2656.132640831003,42
2451.59326376069,2656.3723531761884,42
2452.316618317447,2656.6120655213745,42
2452.7506310515014,2656.85177786656,43
2453.4739856082583,2657.091490211746,43
2453.9079983423126,2657.211346384339,44
2454.6313528990695,2657.3312025569317,44
2455.0653656331237,2657.5709149021172,45
2455.7887201898807,2657.8106272473033,46
2456.222732923935,2657.930483419896,46
2456.946087480692,2658.050339592489,47
2457.380100214746,2658.290051937675,48
2458.103454771503,2658.4099081102677,49
2458.82680932826,2658.5297642828605,50
2459.2608220623138,2658.6496204554533,50
