# One stroke drawn by hand on a Wacom DTH246, 13 Sep 2026, through Scribble.WinForms on
# the WM_POINTER backend (POINTER_INFO.PerformanceCount).
#
# This is the recording that overturned the resolution figure for this backend. Under
# synthetic injection every value arrived as an exact millisecond multiple, and the docs
# said 1ms while warning that injection may set the floor it appears to measure. It did:
# on real hardware the greatest common divisor of all 2069 gaps is 1 microsecond, and all
# 2070 points carry distinct timestamps. Gaps run 3678us to 8455us, mean 5559us, a 180 Hz
# device -- the same rate Wintab reports on the same tablet.
#
# Pen stroke recorded from a live session, in desktop pixels.
# Source: WinFormsPointerSession
# MaxPressure: 1024
# Captured: 2026-09-13 02:14:45, 2070 points
# Timestamp: PerformanceCounter
desktopX,desktopY,pressure,timeUs
2238.927024074144,2522.3731522173393,4,0
2239.2163658968466,2522.3731522173393,8,4984
2239.5057077195493,2522.3731522173393,10,9987
2239.650378630901,2522.3731522173393,11,16959
2239.650378630901,2522.493008389932,14,20974
2239.939720453604,2522.493008389932,15,25939
2239.939720453604,2522.493008389932,17,32939
2240.084391364955,2522.493008389932,19,37947
2240.3737331876578,2522.612864562525,20,42902
2240.6630750103604,2522.7327207351177,20,49960
2240.6630750103604,2522.7327207351177,21,55161
2240.807745921712,2522.7327207351177,22,60016
2241.0970877444147,2522.852576907711,22,67006
2241.3864295671174,2522.9724330803037,22,70978
2241.531100478469,2522.9724330803037,23,75959
2241.531100478469,2522.9724330803037,23,83152
2241.8204423011716,2523.0922892528965,23,88041
2241.965113212523,2523.2121454254893,23,93043
2242.254455035226,2523.2121454254893,23,100032
2242.254455035226,2523.332001598082,23,104980
2242.5437968579286,2523.4518577706754,24,109933
2242.68846776928,2523.4518577706754,25,116927
2242.977809591983,2523.571713943268,25,120934
2243.2671514146855,2523.571713943268,26,126059
2243.411822326037,2523.571713943268,26,133018
2243.7011641487397,2523.571713943268,27,138049
2243.7011641487397,2523.571713943268,28,143134
2243.8458350600913,2523.571713943268,29,150095
2244.135176882794,2523.691570115861,30,155057
2244.4245187054967,2523.691570115861,30,159930
2244.569189616848,2523.691570115861,31,166941
2244.858531439551,2523.691570115861,31,171011
2245.1478732622536,2523.8114262884537,32,176030
2245.2925441736047,2523.8114262884537,33,182982
2245.581885996308,2523.9312824610465,33,188035
2245.7265569076594,2523.9312824610465,33,193097
2246.015898730362,2524.0511386336398,32,199927
2246.4499114644163,2524.0511386336398,31,205082
2246.739253287119,2524.1709948062326,31,209958
2246.739253287119,2524.1709948062326,32,217036
2246.88392419847,2524.2908509788253,32,222117
2247.1732660211733,2524.410707151418,32,226004
2247.462607843876,2524.410707151418,32,233142
2247.607278755227,2524.5305633240114,32,238085
2247.89662057793,2524.5305633240114,32,242928
2248.185962400633,2524.770275669197,33,249999
2248.330633311984,2524.770275669197,33,255131
2248.619975134687,2524.8901318417898,33,259911
2249.0539878687414,2525.0099880143825,33,266973
2249.343329691444,2525.0099880143825,34,271935
2249.4880006027956,2525.0099880143825,34,275990
2250.066684248201,2525.129844186976,35,282984
2250.2113551595526,2525.2497003595686,35,288000
2250.5006969822552,2525.2497003595686,36,292924
2250.9347097163095,2525.3695565321614,37,300194
2251.224051539012,2525.3695565321614,37,305153
2251.3687224503633,2525.3695565321614,38,309943
2251.802735184418,2525.3695565321614,39,317080
2252.09207700712,2525.3695565321614,40,322050
2252.3814188298234,2525.3695565321614,40,325940
2252.8154315638776,2525.3695565321614,41,333066
2253.249444297932,2525.3695565321614,42,338148
2253.5387861206345,2525.3695565321614,42,342966
2253.972798854689,2525.3695565321614,43,350233
2254.2621406773915,2525.3695565321614,44,355073
2254.6961534114457,2525.3695565321614,44,359937
2254.9854952341484,2525.3695565321614,45,367002
2255.4195079682027,2525.3695565321614,45,371976
2255.564178879554,2525.489412704754,46,375986
2255.853520702257,2525.489412704754,46,383067
2256.287533436311,2525.489412704754,47,388094
2256.576875259014,2525.609268877347,47,392920
2257.010887993068,2525.609268877347,48,399925
2257.3002298157708,2525.72912504994,48,405085
2257.734242549825,2525.72912504994,48,410137
2258.168255283879,2525.848981222533,48,416984
2258.4575971065815,2525.968837395126,48,422016
2258.6022680179335,2526.0886935677186,48,426088
2259.1809516633384,2526.208549740312,48,434010
2259.3256225746904,2526.3284059129046,49,438026
2259.9043062200953,2526.4482620854974,49,442940
2260.0489771314474,2526.4482620854974,49,449967
2260.482989865501,2526.56811825809,49,455029
2261.061673510907,2526.56811825809,50,460156
2261.495686244961,2526.687974430683,50,467041
2261.785028067664,2526.687974430683,51,471987
2262.2190408017177,2526.687974430683,51,476953
2262.6530535357724,2526.687974430683,51,483968
2263.087066269826,2526.687974430683,51,488040
2263.3764080925293,2526.687974430683,51,492985
2263.810420826583,2526.807830603276,51,499965
2264.2444335606374,2526.807830603276,52,505080
2264.53377538334,2526.807830603276,52,510208
2264.9677881173943,2526.927686775869,52,517009
2265.4018008514486,2526.927686775869,52,522022
2265.6911426741513,2527.047542948462,53,526944
2266.1251554082055,2527.047542948462,53,534021
2266.4144972309086,2527.1673991210546,53,538160
2266.8485099649624,2527.1673991210546,54,542944
2267.1378517876656,2527.2872552936474,54,549974
2267.5718645217194,2527.4071114662406,55,555098
2268.0058772557736,2527.4071114662406,55,560112
2268.2952190784763,2527.5269676388334,56,567011
2268.7292318125305,2527.5269676388334,56,572007
2269.163244546585,2527.646823811426,57,577121
2269.74192819199,2527.766679984019,57,583990
2269.8865991033417,2527.766679984019,58,588070
2270.320611837396,2527.8865361566122,58,592950
2270.6099536600987,2528.006392329205,58,600123
2271.043966394153,2528.006392329205,59,605104
2271.3333082168556,2528.006392329205,59,610076
2271.76732095091,2528.126248501798,59,617076
2272.0566627736125,2528.2461046743906,60,622011
2272.4906755076668,2528.2461046743906,60,626967
2272.7800173303694,2528.3659608469834,60,634022
2272.924688241721,2528.4858170195766,60,639123
2273.5033718871264,2528.6056731921694,60,642943
2273.648042798478,2528.725529364762,60,650062
2274.082055532532,2528.845385537355,60,655046
2274.371397355235,2528.965241709948,60,659996
2274.805410089289,2529.085097882541,60,667028
2275.3840937346945,2529.204954055134,60,672010
2275.8181064687487,2529.3248102277266,60,676983
2275.9627773801003,2529.3248102277266,60,684092
2276.252119202803,2529.4446664003194,61,689065
2276.6861319368572,2529.5645225729127,61,692971
2276.97547375956,2529.6843787455055,61,700058
2277.409486493614,2529.6843787455055,61,705111
2277.8434992276684,2529.8042349180982,61,709961
2278.422182873074,2530.043947263284,61,717083
2278.566853784425,2530.043947263284,61,722061
2279.0008665184796,2530.163803435877,61,726965
2279.579550163885,2530.28365960847,61,733988
2280.013562897939,2530.4035157810627,61,739018
2280.4475756319935,2530.5233719536554,61,742943
2280.8815883660473,2530.5233719536554,61,750030
2281.460272011453,2530.6432281262482,62,755004
2281.8942847455073,2530.6432281262482,62,760003
2282.328297479561,2530.7630842988415,62,767197
