# One slow shallow curve drawn by hand on a Wacom tablet, taken through WPF's stylus
# stack. Paired with wintab-digitizer-stroke.csv, drawn by the same hand at the same
# speed minutes apart, for comparing what the two input paths resolve.
# Display scale 2.25x. Mean turn angle 4.75 deg, path 1682px, mean segment 1.44px.
# Pen stroke recorded from a live session, in desktop pixels.
# Source: WpfStylusSession
# Captured: 2026-09-12 08:14:41, 1170 points
desktopX,desktopY,pressure
2420.14502395703,2782.8323923459575,1
2420.14502395703,2782.8323923459575,2
2422.4888454847865,2784.5902584917753,3
2423.1919919431134,2785.0297250282297,5
2423.6607562486647,2785.469191564684,8
2424.3639027069917,2785.688924832911,10
2424.832667012543,2786.1283913693655,11
2425.53581347087,2786.4579912717063,12
2426.238959929197,2786.787591174047,14
2426.4733420819725,2787.0073244422742,16
2426.942106387524,2787.556657612842,18
2427.645252845851,2787.886257515183,20
2428.114017151402,2788.10599078341,21
2428.582781456954,2788.5454573198645,22
2429.285927915281,2788.984923856319,22
2429.9890743736078,2789.204657124546,23
2430.457838679159,2789.5342570268867,23
2431.160985137486,2789.973723563341,24
2431.3953672902617,2790.303323465682,25
2432.3328959013643,2790.742790002136,26
2432.56727805414,2790.9625232703634,27
2433.0360423596912,2791.5118564409313,29
2433.739188818018,2791.841456343272,30
2434.2079531235695,2792.171056245613,32
2434.9110995818965,2792.610522782067,33
2435.3798638874478,2793.0499893185215,34
2436.0830103457747,2793.3795892208623,35
2436.551774651326,2793.5993224890894,36
2437.254921109653,2794.1486556596574,37
2437.4893032624286,2794.478255561998,38
2438.1924497207556,2794.807855464339,39
2438.661214026307,2795.2473220007932,39
2439.364360484634,2795.6867885372476,41
2439.833124790185,2796.016388439589,42
2440.536271248512,2796.455854976043,42
2441.0050355540634,2796.8953215124975,43
2441.7081820123904,2797.334788048952,43
2442.1769463179417,2797.554521317179,44
2442.8800927762686,2798.103854487747,45
2443.34885708182,2798.4334543900877,46
2444.052003540147,2798.763054292428,47
2444.755149998474,2799.3123874629964,48
2445.223914304025,2799.7518539994508,50
2445.9270607623525,2800.0814539017915,51
2446.6302072206795,2800.520920438246,52
2447.098971526231,2800.9603869747,53
2447.8021179845578,2801.289986877041,54
2448.5052644428847,2801.509720145268,56
2449.2084109012117,2802.059053315836,56
2449.677175206763,2802.388653218177,57
2450.38032166509,2802.608386486404,59
2451.083468123417,2803.157719656972,60
2451.786614581744,2803.4873195593127,61
2452.255378887295,2803.8169194616535,62
2452.958525345622,2804.0366527298806,63
2453.8960539567247,2804.5859859004486,64
2454.5992004150517,2804.9155858027893,65
2455.067964720603,2805.24518570513,65
2455.77111117893,2805.574785607471,66
2456.474257637257,2805.9043855098116,67
2456.943021942808,2806.2339854121524,68
2457.646168401135,2806.563585314493,69
2458.349314859462,2807.0030518509475,70
2459.052461317789,2807.3326517532882,70
2459.5212256233403,2807.662251655629,71
2460.2243720816678,2807.9918515579698,72
2460.9275185399947,2808.431318094424,72
2461.6306649983217,2808.760917996765,73
2462.5681936094243,2809.200384533219,74
2462.8025757622,2809.6398510696736,75
2463.505722220527,2810.079317606128,76
2464.4432508316295,2810.5187841425823,77
2465.1463972899564,2810.9582506790366,78
2465.6151615955077,2811.2878505813774,78
2466.3183080538347,2811.8371837519453,78
2467.0214545121617,2812.166783654286,78
2467.7246009704886,2812.716116824854,79
2468.4277474288156,2813.045716727195,79
2469.365276039918,2813.2654499954224,79
2470.068422498245,2813.924649800104,79
2470.771568956572,2814.144383068331,79
2471.474715414899,2814.473982970672,79
2472.4122440260016,2814.8035828730126,79
2473.1153904843286,2815.133182775353,79
2473.8185369426556,2815.462782677694,79
2474.990447706534,2815.792382580035,79
2475.6935941648608,2815.9022492141485,79
2476.3967406231877,2816.341715750603,79
2477.3342692342903,2816.6713156529436,80
2478.2717978453934,2817.0009155552843,80
2479.209326456496,2817.4403820917387,81
2479.912472914823,2817.7699819940794,81
2481.084383678701,2818.09958189642,81
2481.787530137028,2818.429181798761,81
2482.490676595355,2818.7587817011017,81
2483.4282052064577,2819.198248237556,81
2484.1313516647847,2819.527848139897,81
2485.0688802758873,2819.747581408124,82
2486.00640888699,2820.1870479445784,82
2487.178319650868,2820.6265144810327,83
2487.881466109195,2820.84624774926,83
2489.0533768730734,2821.1758476516006,83
2489.7565233314003,2821.615314188055,83
2490.9284340952786,2821.9449140903957,83
2491.6315805536055,2822.38438062685,83
2492.8034913174843,2822.713980529191,83
2493.506637775811,2823.0435804315316,83
2494.6785485396895,2823.483046967986,83
2495.8504593035677,2823.702780236213,83
2496.5536057618947,2824.1422467726675,83
2497.725516525773,2824.581713309122,83
2498.4286629841,2825.021179845576,84
2499.600573747978,2825.350779747917,84
2500.303720206305,2825.7902462843713,84
2501.4756309701834,2826.119846186712,84
