# One stroke drawn by hand on a Wacom DTH246, 13 Sep 2026, through Scribble.WinUI on the
# WinUI Pointer backend (PointerPoint.Timestamp).
#
# The companion to wmpointer-hardware-stroke.csv, and it overturns the same claim. Under
# injection every reading ended in the same sub-millisecond remainder -- 171us in one run,
# 622us in another -- which reads as a millisecond clock with a fixed offset. On real
# hardware the greatest common divisor of all 1877 gaps is 1 microsecond and all 1878
# points carry distinct timestamps. The constant tail was an artefact of the injection.
#
# Gaps run 3618us to 8299us, mean 5559us: 180 Hz, matching WM_POINTER and Wintab on this
# tablet to the microsecond in the mean.
#
# Pen stroke recorded from a live session, in desktop pixels.
# Source: WinUiPointerSession
# MaxPressure: 1024
# Captured: 2026-09-13 02:15:59, 1878 points
# Timestamp: SystemTicks
desktopX,desktopY,pressure,timeUs
2251.2241220474243,2511.5861892700195,1,0
2251.2241220474243,2511.5861892700195,3,3969
2251.2241220474243,2511.5861892700195,4,8995
2251.2241220474243,2511.5861892700195,5,16008
2251.2241220474243,2511.5861892700195,6,20937
2253.972903251648,2512.9045372009277,8,25968
2254.40673828125,2513.264171600342,9,33014
2255.1301259994507,2513.5039100646973,10,38056
2255.5642080307007,2513.6235389709473,12,42958
2256.142819404602,2513.8632774353027,13,50136
2256.576901435852,2514.222911834717,16,53945
2257.300295829773,2514.4626502990723,19,58983
2257.734130859375,2514.7023887634277,22,65992
2258.168212890625,2514.8222579956055,25,70937
2258.602294921875,2515.062023162842,28,76234
2259.1809062957764,2515.3017616271973,30,82999
2259.904294013977,2515.6611289978027,32,88151
2260.338376045227,2515.900867462158,33,93220
2261.061770439148,2516.1406326293945,35,100134
2261.49560546875,2516.2605018615723,36,103947
2262.2189931869507,2516.5002403259277,37,108991
2262.6530752182007,2516.739978790283,37,115980
2263.3764629364014,2516.9797439575195,38,120936
2263.8103046417236,2517.2192420959473,38,126313
2264.5336923599243,2517.4589805603027,39,132954
2264.9677743911743,2517.5788497924805,40,137953
2265.4018564224243,2517.698719024658,41,143034
2266.125244140625,2518.0583534240723,42,149962
2266.848391532898,2518.2980918884277,43,154938
