# Raw Wintab pkTime read against GetTickCount64, one row per packet, taken on a Wacom DTH246
# on 13 Sep 2026 through Scribble.WinForms on the hi-res digitizer context.
#
# This is the measurement that settled pkTime's origin, which Wintab documents nowhere and
# which no stroke recording could answer -- StrokeRecorder writes times relative to the first
# point by design, so it carries no machine uptime at all.
#
# The answer: pkTime is counted on the GetTickCount64 epoch. Over 6217 packets spanning
# 41703ms, pkTime advanced 41703ms against 41703ms of wall clock, and the offset between the
# two stayed between -6ms and +34ms. The run contained a deliberate five-second pause with the
# pen away from the tablet: a counter that only advanced while packets arrived would have
# fallen five seconds behind across it, and this one did not.
#
# The negative end of that offset range is not noise. GetTickCount64 advances in steps of
# about 15.6ms while pkTime is finer, so a packet stamped just after a tick genuinely reads
# ahead of it. The median offset of 15ms is mostly that quantisation rather than delivery
# latency. The first version of the analysis subtracted in unsigned 32-bit arithmetic and
# reported that -1ms as 4294967295, declaring the clock unanchorable; the regression case for
# it is probe/tick-lags-pktime in --selftest-clock.
#
# What it changed: both Wintab sessions now anchor against the system clock instead of
# watching for a backward jump, so a wrap that happens while a session is stopped, or across a
# gap where the capture region discarded every packet, is recovered rather than missed.
#
pkTime,tickCount64
132280834,132280843
132280839,132280843
132280845,132280859
132280850,132280859
132280856,132280859
132280862,132280875
132280867,132280875
132280873,132280875
132280878,132280890
132280884,132280890
132280889,132280890
132280895,132280906
132280900,132280906
132280906,132280906
132280912,132280921
132280917,132280921
132280923,132280937
132280928,132280937
132280934,132280937
132280939,132280953
132280945,132280953
132280950,132280953
132280956,132280968
132280962,132280968
132280967,132280968
132280973,132280984
132280978,132280984
132280984,132281000
132280989,132281000
132280995,132281000
132281000,132281015
132281006,132281015
132281012,132281015
132281017,132281031
132281023,132281031
132281028,132281031
132281034,132281046
132281039,132281046
132281045,132281046
132281050,132281062
132281056,132281062
132281062,132281078
132281067,132281078
132281073,132281078
132281078,132281093
132281084,132281093
132281089,132281093
132281095,132281109
132281100,132281109
132281106,132281109
132281112,132281125
132281117,132281125
132281123,132281125
132281128,132281140
132281134,132281140
132281139,132281140
132281145,132281156
132281150,132281156
132281156,132281171
132281162,132281171
132281167,132281171
132281173,132281187
132281178,132281187
132281184,132281187
132281189,132281203
132281195,132281203
132281200,132281203
132281206,132281218
132281212,132281218
132281217,132281218
132281223,132281234
132281228,132281234
132281234,132281250
132281239,132281250
132281245,132281250
132281250,132281265
132281256,132281265
132281262,132281265
132281267,132281281
132281273,132281281
132281278,132281281
132281284,132281296
132281289,132281296
132281295,132281296
132281300,132281312
132281306,132281312
132281312,132281328
132281317,132281328
132281323,132281328
132281328,132281343
132281334,132281343
132281339,132281343
132281345,132281359
132281350,132281359
132281356,132281359
132281362,132281375
132281367,132281375
132281373,132281375
132281378,132281390
132281384,132281390
132281389,132281390
132281395,132281406
132281400,132281406
132281406,132281406
132281412,132281421
132281417,132281421
132281423,132281421
132281428,132281437
132281434,132281437
132281439,132281453
132281445,132281453
132281450,132281453
132281456,132281468
132281462,132281468
132281467,132281468
