utc,pid,event,handle,result,elapsed_ms,contexts,contexts_bytes,system,system_bytes,detail
2026-09-14T17:33:42.966Z,40252,dll,00007FFF7CFE0000,64,0.000,2,4,2,4,C:\Windows\SYSTEM32\Wintab32.dll
2026-09-14T17:33:42.966Z,40252,context_struct_bytes,0000000000000000,172,0.000,2,4,2,4,expected=172
2026-09-14T17:33:42.966Z,40252,info_1_1,0000000000000000,1953392983,0.000,2,4,2,4,bytes=26;name=Wintab Digitizer Services
2026-09-14T17:33:42.966Z,40252,info_1_2,0000000000000000,260,0.000,2,4,2,4,bytes=2
2026-09-14T17:33:42.966Z,40252,info_1_3,0000000000000000,295,0.000,2,4,2,4,bytes=2
2026-09-14T17:33:42.966Z,40252,info_1_4,0000000000000000,1,0.000,2,4,2,4,bytes=4
2026-09-14T17:33:42.966Z,40252,info_1_5,0000000000000000,12,0.000,2,4,2,4,bytes=4
2026-09-14T17:33:42.966Z,40252,info_1_6,0000000000000000,32,0.000,2,4,2,4,bytes=4
2026-09-14T17:33:42.967Z,40252,info_1_7,0000000000000000,13,0.000,2,4,2,4,bytes=4
2026-09-14T17:33:42.967Z,40252,info_1_8,0000000000000000,172,0.000,2,4,2,4,bytes=4
2026-09-14T17:33:42.967Z,40252,info_1_9,0000000000000000,5,0.000,2,4,2,4,bytes=4
2026-09-14T17:33:42.967Z,40252,info_1_10,0000000000000000,9,0.000,2,4,2,4,bytes=4
2026-09-14T17:33:42.967Z,40252,info_2_1,0000000000000000,2,0.000,2,4,2,4,bytes=4
2026-09-14T17:33:42.967Z,40252,info_2_2,0000000000000000,2,0.000,2,4,2,4,bytes=4
2026-09-14T17:33:42.967Z,40252,info_2_3,0000000000000000,200,0.000,2,4,2,4,bytes=4
2026-09-14T17:33:42.967Z,40252,info_2_4,0000000000000000,448,0.000,2,4,2,4,bytes=4
2026-09-14T17:33:42.969Z,40252,info_2_5,0000000000000000,0,0.000,2,4,2,4,bytes=4
2026-09-14T17:33:42.969Z,40252,info_2_6,0000000000000000,1,0.000,2,4,2,4,bytes=4
2026-09-14T17:33:42.969Z,40252,info_2_7,0000000000000000,4294967295,0.000,2,4,2,4,bytes=4
2026-09-14T17:33:42.969Z,40252,info_2_8,0000000000000000,15,0.000,2,4,2,4,bytes=4
2026-09-14T17:33:42.969Z,40252,device_0,0000000000000000,13,0.000,2,4,2,4,name=WACOM Tablet
2026-09-14T17:33:42.970Z,40252,device_1,0000000000000000,13,0.000,2,4,2,4,name=WACOM Tablet
2026-09-14T17:33:42.970Z,40252,device_2,0000000000000000,0,0.000,2,4,2,4,name=
