utc,pid,event,handle,result,elapsed_ms,contexts,contexts_bytes,system,system_bytes,detail
2026-09-14T18:51:56.355Z,17480,packet_context_open,0000000000000202,1,0.000,4,4,4,4,"physical_pen_required"
2026-09-14T18:54:56.376Z,17480,packet_check_result,0000000000000202,0,0.000,4,4,4,4,"timeout_or_incomplete"
2026-09-14T18:54:56.379Z,17480,packet_context_close,0000000000000202,1,0.000,2,4,2,4,""
