"utc","name","pid","service_status","handles","threads","private_bytes","working_set_bytes"
"2026-09-14T17:52:28.1683055Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:52:28.1683055Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:52:38.2109589Z","Wacom_Tablet","34844","Running","731","69","45797376","92377088"
"2026-09-14T17:52:38.2109589Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:52:38.2109589Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:52:48.2638285Z","Wacom_Tablet","34844","Running","731","69","45797376","92377088"
"2026-09-14T17:52:48.2638285Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:52:48.2638285Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:52:58.3162613Z","Wacom_Tablet","34844","Running","731","69","45797376","92377088"
"2026-09-14T17:52:58.3162613Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:52:58.3162613Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:53:08.3586303Z","Wacom_Tablet","34844","Running","731","69","45797376","92377088"
"2026-09-14T17:53:08.3586303Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:53:08.3586303Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:53:18.4013534Z","Wacom_Tablet","34844","Running","731","69","45797376","92377088"
"2026-09-14T17:53:18.4013534Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:53:18.4013534Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:53:28.4550704Z","Wacom_Tablet","34844","Running","731","69","45797376","92377088"
"2026-09-14T17:53:28.4550704Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:53:28.4550704Z","WTabletServicePro","40496","Running","204","4","3461120","14016512"
"2026-09-14T17:53:38.5097420Z","Wacom_Tablet","34844","Running","731","69","45797376","92377088"
"2026-09-14T17:53:38.5097420Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:53:38.5097420Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:53:48.5505633Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:53:48.5505633Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:53:48.5505633Z","WTabletServicePro","40496","Running","202","3","2396160","12967936"
"2026-09-14T17:53:58.6076299Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:53:58.6076299Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:53:58.6076299Z","WTabletServicePro","40496","Running","202","3","2396160","12967936"
"2026-09-14T17:54:08.6624751Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:54:08.6624751Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:54:08.6624751Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T17:54:18.7132179Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:54:18.7132179Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:54:18.7132179Z","WTabletServicePro","40496","Running","202","4","3469312","14024704"
"2026-09-14T17:54:28.7565796Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:54:28.7565796Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:54:28.7565796Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T17:54:38.8114698Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:54:38.8114698Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:54:38.8114698Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:54:48.8581502Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:54:48.8581502Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:54:48.8581502Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:54:58.9069953Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:54:58.9069953Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:54:58.9069953Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:55:08.9597903Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:55:08.9597903Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:55:08.9597903Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:55:19.0120135Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:55:19.0120135Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:55:19.0120135Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:55:29.0524179Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:55:29.0524179Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:55:29.0524179Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:55:39.0996068Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:55:39.0996068Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:55:39.0996068Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:55:49.1531938Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:55:49.1531938Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:55:49.1531938Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:55:59.1983148Z","Wacom_Tablet","34844","Running","733","71","45850624","92409856"
"2026-09-14T17:55:59.1983148Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:55:59.1983148Z","WTabletServicePro","40496","Running","202","3","2392064","12967936"
"2026-09-14T17:56:09.2502390Z","Wacom_Tablet","34844","Running","733","71","45850624","92409856"
"2026-09-14T17:56:09.2502390Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:56:09.2502390Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T17:56:19.2920814Z","Wacom_Tablet","34844","Running","733","71","45850624","92409856"
"2026-09-14T17:56:19.2920814Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:56:19.2920814Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T17:56:29.3443194Z","Wacom_Tablet","34844","Running","733","71","45850624","92409856"
"2026-09-14T17:56:29.3443194Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:56:29.3443194Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T17:56:39.3849026Z","Wacom_Tablet","34844","Running","733","71","45850624","92409856"
"2026-09-14T17:56:39.3849026Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:56:39.3849026Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:56:49.4254956Z","Wacom_Tablet","34844","Running","733","71","45850624","92409856"
"2026-09-14T17:56:49.4254956Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:56:49.4254956Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:56:59.4750455Z","Wacom_Tablet","34844","Running","733","71","45850624","92409856"
"2026-09-14T17:56:59.4750455Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:56:59.4750455Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:57:09.5296391Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:57:09.5296391Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:57:09.5296391Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:57:19.5831774Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:57:19.5831774Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:57:19.5831774Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:57:29.6209206Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:57:29.6209206Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:57:29.6209206Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:57:39.6681318Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:57:39.6681318Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:57:39.6681318Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:57:49.7114893Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:57:49.7114893Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:57:49.7114893Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:57:59.7546215Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:57:59.7546215Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:57:59.7546215Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:58:09.8081097Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:58:09.8081097Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:58:09.8081097Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:58:19.8605786Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:58:19.8605786Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:58:19.8605786Z","WTabletServicePro","40496","Running","202","3","2396160","12967936"
"2026-09-14T17:58:29.9063049Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:58:29.9063049Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:58:29.9063049Z","WTabletServicePro","40496","Running","202","3","2396160","12967936"
"2026-09-14T17:58:39.9478152Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:58:39.9478152Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:58:39.9478152Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T17:58:49.9937618Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:58:49.9937618Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:58:49.9937618Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T17:59:00.0470896Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:59:00.0470896Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:59:00.0470896Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T17:59:10.1011432Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:59:10.1011432Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:59:10.1011432Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:59:20.1571988Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:59:20.1571988Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:59:20.1571988Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:59:30.2008800Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:59:30.2008800Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:59:30.2008800Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:59:40.2435259Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:59:40.2435259Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:59:40.2435259Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T17:59:50.2882747Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T17:59:50.2882747Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T17:59:50.2882747Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:00:00.3348492Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:00:00.3348492Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:00:00.3348492Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:00:10.3818353Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:00:10.3818353Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:00:10.3818353Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:00:20.4235834Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:00:20.4235834Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:00:20.4235834Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:00:30.4730597Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:00:30.4730597Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:00:30.4730597Z","WTabletServicePro","40496","Running","202","3","2392064","12967936"
"2026-09-14T18:00:40.5300481Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:00:40.5300481Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:00:40.5300481Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T18:00:50.5716654Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:00:50.5716654Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:00:50.5716654Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T18:01:00.6155133Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:01:00.6155133Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:01:00.6155133Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T18:01:10.6559912Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:01:10.6559912Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:01:10.6559912Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:01:20.7012016Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:01:20.7012016Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:01:20.7012016Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:01:30.7523315Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:01:30.7523315Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:01:30.7523315Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:01:40.8103922Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:01:40.8103922Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:01:40.8103922Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:01:50.8611381Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:01:50.8611381Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:01:50.8611381Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:02:00.9082606Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:02:00.9082606Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:02:00.9082606Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:02:10.9477531Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:02:10.9477531Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:02:10.9477531Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:02:20.9928912Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:02:20.9928912Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:02:20.9928912Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:02:31.0430580Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:02:31.0430580Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:02:31.0430580Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:02:41.0930036Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:02:41.0930036Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:02:41.0930036Z","WTabletServicePro","40496","Running","202","3","2396160","12967936"
"2026-09-14T18:02:51.1411173Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:02:51.1411173Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:02:51.1411173Z","WTabletServicePro","40496","Running","202","3","2396160","12967936"
"2026-09-14T18:03:01.1883092Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:03:01.1883092Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:03:01.1883092Z","WTabletServicePro","40496","Running","202","3","2396160","12967936"
"2026-09-14T18:03:11.2440298Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:03:11.2440298Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:03:11.2440298Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T18:03:21.2896226Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:03:21.2896226Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:03:21.2896226Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T18:03:31.3445030Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:03:31.3445030Z","Wacom_TabletUser","55636","Running","307","4","2977792","23494656"
"2026-09-14T18:03:31.3445030Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T18:03:41.3848702Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:03:41.3848702Z","Wacom_TabletUser","55636","Running","307","5","3006464","23523328"
"2026-09-14T18:03:41.3848702Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:03:51.4297200Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:03:51.4297200Z","Wacom_TabletUser","55636","Running","307","5","3006464","23523328"
"2026-09-14T18:03:51.4297200Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:04:01.4803241Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:04:01.4803241Z","Wacom_TabletUser","55636","Running","307","5","3006464","23523328"
"2026-09-14T18:04:01.4803241Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:04:11.5356802Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:04:11.5356802Z","Wacom_TabletUser","55636","Running","307","5","3006464","23523328"
"2026-09-14T18:04:11.5356802Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:04:21.5835122Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:04:21.5835122Z","Wacom_TabletUser","55636","Running","307","5","3006464","23523328"
"2026-09-14T18:04:21.5835122Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:04:31.6309989Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:04:31.6309989Z","Wacom_TabletUser","55636","Running","307","5","3006464","23523328"
"2026-09-14T18:04:31.6309989Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:04:41.6838760Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:04:41.6838760Z","Wacom_TabletUser","55636","Running","307","5","3006464","23523328"
"2026-09-14T18:04:41.6838760Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:04:51.7284641Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:04:51.7284641Z","Wacom_TabletUser","55636","Running","307","5","3006464","23523328"
"2026-09-14T18:04:51.7284641Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:05:01.7804678Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:05:01.7804678Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:05:01.7804678Z","WTabletServicePro","40496","Running","202","3","2392064","12967936"
"2026-09-14T18:05:11.8341848Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:05:11.8341848Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:05:11.8341848Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T18:05:21.8788425Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:05:21.8788425Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:05:21.8788425Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T18:05:31.9275462Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:05:31.9275462Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:05:31.9275462Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T18:05:41.9830559Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:05:41.9830559Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:05:41.9830559Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:05:52.0307066Z","Wacom_Tablet","34844","Running","733","71","45850624","92409856"
"2026-09-14T18:05:52.0307066Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:05:52.0307066Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:06:02.0861180Z","Wacom_Tablet","34844","Running","733","71","45850624","92409856"
"2026-09-14T18:06:02.0861180Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:06:02.0861180Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:06:12.1396066Z","Wacom_Tablet","34844","Running","733","71","45850624","92409856"
"2026-09-14T18:06:12.1396066Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:06:12.1396066Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:06:22.1807519Z","Wacom_Tablet","34844","Running","733","71","45850624","92409856"
"2026-09-14T18:06:22.1807519Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:06:22.1807519Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:06:32.2217827Z","Wacom_Tablet","34844","Running","733","71","45850624","92409856"
"2026-09-14T18:06:32.2217827Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:06:32.2217827Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:06:42.2770430Z","Wacom_Tablet","34844","Running","733","71","45850624","92409856"
"2026-09-14T18:06:42.2770430Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:06:42.2770430Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:06:52.3311135Z","Wacom_Tablet","34844","Running","733","71","45850624","92409856"
"2026-09-14T18:06:52.3311135Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:06:52.3311135Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:07:02.3742280Z","Wacom_Tablet","34844","Running","733","71","45850624","92409856"
"2026-09-14T18:07:02.3742280Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:07:02.3742280Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:07:12.4213204Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:07:12.4213204Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:07:12.4213204Z","WTabletServicePro","40496","Running","202","3","2396160","12967936"
"2026-09-14T18:07:22.4758627Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:07:22.4758627Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:07:22.4758627Z","WTabletServicePro","40496","Running","202","3","2396160","12967936"
"2026-09-14T18:07:32.5285236Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:07:32.5285236Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:07:32.5285236Z","WTabletServicePro","40496","Running","202","3","2396160","12967936"
"2026-09-14T18:07:42.5717915Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:07:42.5717915Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:07:42.5717915Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T18:07:52.6156314Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:07:52.6156314Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:07:52.6156314Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T18:08:02.6629620Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:08:02.6629620Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:08:02.6629620Z","WTabletServicePro","40496","Running","202","4","2424832","12984320"
"2026-09-14T18:08:12.7105235Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
"2026-09-14T18:08:12.7105235Z","Wacom_TabletUser","55636","Running","307","4","2977792","23506944"
"2026-09-14T18:08:12.7105235Z","WTabletServicePro","40496","Running","204","4","2424832","12984320"
"2026-09-14T18:08:22.7557387Z","Wacom_Tablet","34844","Running","731","69","45793280","92377088"
