utc,pid,event,handle,result,elapsed_ms,contexts,contexts_bytes,system,system_bytes,detail
2026-09-15T01:56:56.104Z,18976,before,0000000000000000,6,0.000,2,4,2,4,"kill"
2026-09-15T01:56:56.144Z,18976,open,0000000000000202,1,38.753,4,4,4,4,"index=0;device=4294967295;options=0x8015;hwnd=0000000001D21304"
2026-09-15T01:56:56.185Z,18976,open,0000000000000203,1,37.915,6,4,6,4,"index=1;device=4294967295;options=0x8015;hwnd=0000000001D21304"
2026-09-15T01:56:56.225Z,18976,open,0000000000000204,1,39.001,8,4,8,4,"index=2;device=4294967295;options=0x8015;hwnd=0000000001D21304"
2026-09-15T01:56:56.265Z,18976,open,0000000000000205,1,37.330,10,4,10,4,"index=3;device=4294967295;options=0x8015;hwnd=0000000001D21304"
2026-09-15T01:56:56.305Z,18976,open,0000000000000206,1,37.484,12,4,12,4,"index=4;device=4294967295;options=0x8015;hwnd=0000000001D21304"
2026-09-15T01:56:56.345Z,18976,open,0000000000000207,1,38.013,14,4,14,4,"index=5;device=4294967295;options=0x8015;hwnd=0000000001D21304"
2026-09-15T01:56:56.345Z,18976,terminate_self,0000000000000000,6,0.000,14,4,14,4,"no_WTClose"
