utc,pid,event,handle,result,elapsed_ms,contexts,contexts_bytes,system,system_bytes,detail
2026-09-15T01:59:21.729Z,31980,before,0000000000000000,6,0.000,8,4,8,4,"kill"
2026-09-15T01:59:21.772Z,31980,open,0000000000000208,1,42.119,10,4,10,4,"index=0;device=4294967295;options=0x8015;hwnd=0000000000200ED2"
2026-09-15T01:59:21.816Z,31980,open,0000000000000209,1,42.003,12,4,12,4,"index=1;device=4294967295;options=0x8015;hwnd=0000000000200ED2"
2026-09-15T01:59:21.862Z,31980,open,000000000000020A,1,42.421,14,4,14,4,"index=2;device=4294967295;options=0x8015;hwnd=0000000000200ED2"
2026-09-15T01:59:21.908Z,31980,open,000000000000020B,1,43.333,16,4,16,4,"index=3;device=4294967295;options=0x8015;hwnd=0000000000200ED2"
2026-09-15T01:59:21.953Z,31980,open,000000000000020C,1,42.031,18,4,18,4,"index=4;device=4294967295;options=0x8015;hwnd=0000000000200ED2"
2026-09-15T01:59:22.001Z,31980,open,000000000000020D,1,43.373,20,4,20,4,"index=5;device=4294967295;options=0x8015;hwnd=0000000000200ED2"
2026-09-15T01:59:22.002Z,31980,terminate_self,0000000000000000,6,0.000,20,4,20,4,"no_WTClose"
