utc,pid,event,handle,result,elapsed_ms,contexts,contexts_bytes,system,system_bytes,detail
2026-09-15T01:30:22.196Z,50024,enumerated_context,0000000000000A03,0,0.000,10,4,10,4,"owner=0000000000B80A62;isWindow=0;ownerPid=0;get=1;device=0;options=0x8015;name=i121-44804-000002807536C956-0"
2026-09-15T01:30:22.199Z,50024,enumerated_context,0000000000000A02,50024,0.000,10,4,10,4,"owner=0000000001A10F6E;isWindow=1;ownerPid=50024;get=1;device=0;options=0x8011;name=issue121-packet-sentinel"
2026-09-15T01:30:22.201Z,50024,enumerated_context,0000000000000801,0,0.000,10,4,10,4,"owner=0000000000000000;isWindow=0;ownerPid=0;get=1;device=0;options=0x8011;name="
2026-09-15T01:30:22.202Z,50024,enumerated_context,0000000000001205,0,0.000,10,4,10,4,"owner=0000000000B80A62;isWindow=0;ownerPid=0;get=1;device=1;options=0x8015;name=i121-44804-000002807536C956-2"
2026-09-15T01:30:22.204Z,50024,enumerated_context,0000000000001204,0,0.000,9,4,9,4,"owner=0000000000B80A62;isWindow=0;ownerPid=0;get=1;device=1;options=0x8015;name=i121-44804-000002807536C956-1"
2026-09-15T01:30:22.204Z,50024,enumerated_context,0000000000001203,0,0.000,9,4,9,4,"owner=0000000000B80A62;isWindow=0;ownerPid=0;get=1;device=1;options=0x8015;name=i121-44804-000002807536C956-0"
2026-09-15T01:30:22.206Z,50024,enumerated_context,0000000000001202,50024,0.000,9,4,9,4,"owner=0000000001A10F6E;isWindow=1;ownerPid=50024;get=1;device=1;options=0x8011;name=issue121-packet-sentinel"
2026-09-15T01:30:22.207Z,50024,enumerated_context,0000000000001001,0,0.000,9,4,9,4,"owner=0000000000000000;isWindow=0;ownerPid=0;get=1;device=1;options=0x8011;name="
2026-09-15T01:30:22.207Z,50024,reclaim_candidates,0000000000000000,6,0.000,9,4,9,4,"matches_confirmed_exited_child_name"
2026-09-15T01:30:22.209Z,50024,foreign_close_skipped,0000000000000A05,0,0.000,9,4,9,4,"identity_changed"
2026-09-15T01:30:22.210Z,50024,foreign_close,0000000000000A04,1,0.000,8,4,8,4,"known_child_only"
2026-09-15T01:30:22.212Z,50024,foreign_close,0000000000000A03,1,0.000,7,4,7,4,"known_child_only"
2026-09-15T01:30:22.214Z,50024,foreign_close,0000000000001205,1,0.000,6,4,6,4,"known_child_only"
2026-09-15T01:30:22.216Z,50024,foreign_close,0000000000001204,1,0.000,5,4,5,4,"known_child_only"
2026-09-15T01:30:22.217Z,50024,foreign_close,0000000000001203,1,0.000,4,4,4,4,"known_child_only"
2026-09-15T01:30:22.219Z,50024,sentinel_still_valid,0000000000000202,1,0.000,4,4,4,4,"WTGetA"
2026-09-15T01:30:22.221Z,50024,enumerated_context,0000000000000A02,50024,0.000,4,4,4,4,"owner=0000000001A10F6E;isWindow=1;ownerPid=50024;get=1;device=0;options=0x8011;name=issue121-packet-sentinel"
2026-09-15T01:30:22.222Z,50024,enumerated_context,0000000000000801,0,0.000,4,4,4,4,"owner=0000000000000000;isWindow=0;ownerPid=0;get=1;device=0;options=0x8011;name="
2026-09-15T01:30:22.223Z,50024,enumerated_context,0000000000001202,50024,0.000,4,4,4,4,"owner=0000000001A10F6E;isWindow=1;ownerPid=50024;get=1;device=1;options=0x8011;name=issue121-packet-sentinel"
2026-09-15T01:30:22.225Z,50024,enumerated_context,0000000000001001,0,0.000,4,4,4,4,"owner=0000000000000000;isWindow=0;ownerPid=0;get=1;device=1;options=0x8011;name="
2026-09-15T01:30:22.225Z,50024,manager_close,0000000000000005,1,0.000,4,4,4,4,"reclaim"
2026-09-15T01:30:22.227Z,50024,reclaim_after,0000000000000000,0,0.000,4,4,4,4,""
2026-09-15T01:30:22.227Z,50024,packet_check_result,0000000000000202,0,0.000,4,4,4,4,"timeout_or_incomplete"
2026-09-15T01:30:25.240Z,50024,packet_context_close,0000000000000202,1,0.000,3,4,3,4,""
